name,city,address,notes,lat,lon,rating,rating_count,price_level,types,phone,website,google_maps_url,place_id,last_update,rating_online_gf,rating_online_gf_count
Pizzeria Positano Milano - Colonne di San Lorenzo,Milano,"Via S. Vito, 5, 20123 Milano MI, Italia","[voto 5] Dimenticate i voli per la Campania: qui la pizza è talmente buona da non avere nulla da invidiare alle migliori di Napoli. L'impasto è a dir poco eccezionale: leggero, digeribile, con un cornicione alveolato e soffice che è una vera nuvola. Le materie prime sono di altissima qualità, e ogni ingrediente esalta il sapore della pizza. Un encomio speciale e una menzione d'onore vanno alla versione Sen… | [voto 5] Ottima pizzeria adatta anche e sopratutto a chi è celiaco, offre una vasta scelta alle persone intolleranti al glutine, dalle pizze classiche a quelli gourmet, inoltre sono presenti anche tanti dolci. Il cameriere poi era gentilissimo, penso sia anche il proprietario del posto. Si consiglia di prenotare perché posti così sono sempre pieni ed è giusto che sia così. Bravissimi. | [voto 5] Una delle migliori pizze senza glutine in zona. Servizio eccellente e personale gentilissimo! Ci hanno perfino offerto una pizza che era stata preparata per errore. Ritorneremo sicuramente","45,4596758","9,1823907","4,6",17/05/1904 0.00.00,2,establishment|food|point_of_interest|restaurant,334 715 8836,https://pizzeriapositano.eu/milano-colonne-di-san-lorenzo/,https://maps.google.com/?cid=9919439466951208474,ChIJQ0tPN0THhkcRGu6dxqPtqIk,25/11/2025 0.15.38,"5,00",3
Caciara,Milano,"Via Alessandro Tadino, 5, 20124 Milano MI, Italia","[voto 5] Ho organizzato qui l’addio al nubilato della mia migliore amica, ci porteremo questo ricordo per sempre. L’organizzazione è stata semplicissima grazie al locale che risponde sempre e hanno tante idee e tanta pazienza. Fanno delle torte davvero belle e particolari. Il cibo è eccezionale, di qualità e sono attenti a qualsiasi esigenza (senza glutine, lattosio, vegano ecc) il che facilita per grandi …","45,4763697","9,2050289","4,2",29/06/1901 0.00.00,,bar|establishment|food|night_club|point_of_interest|restaurant,351 342 8456,https://caciaramilano.com/it/,https://maps.google.com/?cid=17987659185981000141,ChIJy9gd8n3HhkcRzYkwGboAofk,25/11/2025 0.15.38,"5,00",1
Ristorante Pizzeria Lepontina,Milano,"Via Lepontina, 8 Zona ( Isola-Garibaldi, Via Valtellina, 20159 Milano MI, Italia","[voto 5] Una bella scoperta, tra i vari locali della zona, eravamo in cerca di un ristorante A.I.C. ed abbiamo prenotato e mangiato qui a pranzo, una buona pizza senza glutine e un menù del giorno ben preparato e squisito ad un buon prezzo onesto. Ambiente accogliente e Personale gentile e cordiale, cameriera simpatica e precisa, il servizio è stato buono, consigliatissimo chiudere il pasto con il tiramisù… | [voto 5] Ottima pizzeria vicino a via Farini, dove vado spesso a prendere la pizza da asporto e talvolta ceno lì. Locale non grandissimo ma comunque carino, semplice e capiente In estate eventuali posti in esterno sotto un gazebo. Pizze tradizionali, senza glutine, con farina integrale e di Kamut. Le mie preferite oltre alla tradizionale Margherita sono la D.O.C. (zola e salame piccante) e la Giove (salmon… | [voto 3] Ottima pizza senza glutine 😋 Ci vado spesso e sono sempre soddisfatta. È capitato una sola volta che mi alzassi delusa ma puo succedere. Posso anche dire che il proprietario è gentilissimo e simpaticissimo. Consigliata!!!","45,4930954","9,1836909",4,18/12/1900 0.00.00,1,establishment|food|point_of_interest|restaurant,02 3982 0772,http://ristorante-pizzeria-lepontina.it/,https://maps.google.com/?cid=10823000680453911969,ChIJ6YVB5CjBhkcRoTVEssYFM5Y,25/11/2025 0.15.38,"4,33",3
da Hakim,Milano,"Via Vallazze, 74, 20131 Milano MI, Italia","[voto 5] Ho mangiato la migliore pizza senza glutine, Hakim fa un impasto davvero buono. Ottima cura del cliente e moltissima scelta gluten free. Prezzi molto onesti. Lo consiglio. | [voto 5] Siamo stati per la prima volta una settimana fa e posso dire che ci siamo trovati benissimo!! Personale gentilissimo, pizza molto buona anche quella senza glutine dolcì 🔝!!! Tutto a prezzi modici.Consiglio vivamente!!👍🏻e ci torneremo sicuramente!!","45,4842804","9,2267362","4,2",965,1,establishment|food|point_of_interest|restaurant,02 7063 0315,http://ristorantehakim.com/,https://maps.google.com/?cid=11500146066741289618,ChIJZXhklvrGhkcRkmI41eq5mJ8,25/11/2025 0.15.38,"5,00",2
Bistrò,Milano,"Corso Magenta, 9, 20123 Milano MI, Italia","[voto 5] Fantastico. Tutto senza glutine e soprattutto buonissimo, peccato solo la distanza altrimenti ci tornerei mille volte! Personale gentilissimo e disponibile, atmosfera intima e piacevole… tutto spettacolare! Grazie per aver reso il soggiorno così piacevole | [voto 5] Ho organizzato un aperitivo in questo bistroit per celebrare la mia festa di laurea e non potevo fare scelta migliore. L’ambiente, nonostante sembri piccolo, è bello, accogliente e curato nei minimi particolari! il personale è stato molto cordiale e disponibile in tutto, eravamo più di 15 e nonostante ciò sono riusciti a portarci tutto in tempi molto brevi. Abbiamo anche avuto modo di incrociare l… | [voto 5] Esperienza eccezionale. Tutto senza glutine e già siamo al top avendo i figli celiaci. In più tutto buonissimo e un servizio che si distingue di misura per simpatia e cortesia. Ci siamo trovati benissimo e ci è piaciuta la location. Torneremo di sicuro. Cotoletta spettacolare","45,4655889","9,1797942","4,2",1674,2,cafe|establishment|food|point_of_interest|restaurant|store,348 453 7205,http://www.viadallaspigamilano.it/,https://maps.google.com/?cid=18038608830479977387,ChIJfZxunlHBhkcRq8v7nigDVvo,25/11/2025 0.15.38,"5,00",3
Nabi by Bgood,Milano,"Via Cadore, 41, 20135 Milano MI, Italia","[voto 5] Colazione della domenica firmata Stefy — ottima scelta, brava! Siamo state in quattro da Nabi e ci ha conquistate subito. Per me, Stefy e Ludo una pumpkin cake senza glutine né lattosio… e che dire: BUONISSIMA! Finalmente un dolce “free from” fatto come si deve — morbido, saporito e non il classico mattoncino da palestra. La nostra Ale invece ha optato per un banana bread al cacao, super soffice e…","45,4562405","9,2120925","4,3",878,2,cafe|establishment|food|point_of_interest|restaurant|store,327 152 0264,,https://maps.google.com/?cid=6662429201878484737,ChIJXcbGi53GhkcRAQcoXw-0dVw,25/11/2025 0.15.38,"5,00",1
Al Rubattino,Milano,"Via Raffaele Rubattino, 2, 20134 Milano MI, Italia","[voto 5] Ottimo ristorante ed ottimo rapporto qualità prezzo. Abbiamo mangiato una pizza senza glutine super buona e sottile come piace a noi. Spaghetti alle vongole e un orata ai ferri. Veloci gentili e cordiali. Ambiente semplice ma risulta molto accogliente. Ci torneremo | [voto 5] Posto molto gradevole, si accede salendo da una scala. Mangiato pizza, un po’ bassa per i miei gusti, ma comunque molto buona. La vera nota positiva è la pizza senza glutine, fantastica. Prezzi veramente ok","45,4763351","9,2479647","3,8",336,1,establishment|food|point_of_interest|restaurant,02 2159 7660,,https://maps.google.com/?cid=3646860518125240414,ChIJteQPb0PGhkcRXoBAwFFAnDI,25/11/2025 0.15.38,"5,00",2
Mozzarella e Basilico,Milano,"Piazzetta Pattari, 4, 20122 Milano MI, Italia","[voto 5] Pizza buonissima, personale gentilissimo. Angelo ha avuto un occhio di riguardo per noi, sempre gentile e disponibile si è assicurato che andasse tutto bene. Consiglio la pizza senza glutine che è al pari di quella normale! Finalmente un posto inclusivo dove mangiare in compagnia dietro il Duomo.","45,4646896","9,1938762","3,7",2718,2,establishment|food|point_of_interest|restaurant,02 8909 2613,http://www.mozzarellaebasilico.com/,https://maps.google.com/?cid=10965343892997516768,ChIJY4NFCa_GhkcR4K0dfiy6LJg,25/11/2025 0.15.38,"5,00",1
Peperino e Milano,Milano,"Viale Francesco Crispi, 2, 20154 Milano MI, Italia","[voto 5] Abbiamo cari amici celiaci ma siamo tutto appassionati della buona pizza e della cucina generosa Napoletana. Il Peperino è la degna ciliegina per una passeggiata a Milano da Brera a Corso Como. Vicinissima a porta Garibaldi, ci consente di gustarci Milano e di Goderci anche di ottimo cibo. Tutti i camerieri sono gentili e la titolare ha davvero una marcia in più. Veloce e determinata, trova subito… | [voto 5] Non posso che fare degli enormi complimenti ai proprietari e a tutto lo staff: sono celiaca ed erano più di 12 anni che non mangiavo una pizza senza glutine e senza lattosio così buona… ma veramente TANTO buona. Non solo offrono un menù gluten free veramente vario, ma anche modificabile a seconda delle intolleranze. L’attenzione, la cura e la passione che ci mettono nel ricercare la qualità più al… | [voto 4] Abbiamo preso 2 pizze una impasto normale e una senza glutine. La pizza normale bell’aspetto e molto buona. Per la pizza senza glutine devo dire pubblicità ingannevole perché la sponsorizzano come una pizza dal cornicione alto ma così non é, a parte questa piccolezza pizza molto molto buona Servizio così e così Poca organizzazione per le comande infatti sono arrivate prima le pizze e poi il bere I…","45,4808176","9,1858944","3,9",3689,2,establishment|food|meal_takeaway|point_of_interest|restaurant,02 6379 3078,https://peperinomilano.it/,https://maps.google.com/?cid=4856612374868243530,ChIJYUIzZDTBhkcRSrTJNzknZkM,25/11/2025 0.15.38,"4,67",3
Tigella's Corsica,Milano,"Viale Corsica, 38, 20137 Milano MI, Italia","[voto 4] Ottima tigelleria a Milano in quartiere tranquillo non centrale. Abbiamo preso un tagliere a testa, patate fritte e olive all’ascolana. Carino il fatto che si possa ordinare acqua illimitata, tigelle e gnocchi fritti illimitati e salse. Nessun problema per il senza glutine e devo ammettere che le tigelle erano buone anche il giorno dopo. Unica pecca sul menù c’era scritto che le patate erano senza…","45,4619829","9,2279421","4,3",1553,2,establishment|food|point_of_interest|restaurant,02 3954 3224,http://www.tigellas.it/,https://maps.google.com/?cid=13274110303221903919,ChIJ2SexoIfGhkcRL_Lk1P0cN7g,25/11/2025 0.15.38,"4,00",1
Sorbillo Isola,Milano,"Via Pietro Borsieri, 25, 20159 Milano MI, Italia","[voto 5] Nel cuore del quartiere Isola di Milano, questa pizzeria della famosa catena ha delle ottime pizze senza glutine. La mia al pesto di basilico molto gustosa sia come condimento che per l’impasto. Unico neo un po’ bruciacchiata. Il Cannolo sbagliato molto buono, solo un po’ troppo croccante la cialda. Il personale molto gentile e disponibile (e a volte non è così scontato). Ci sono due turni di pren…","45,4881772","9,1886514","4,2",1739,2,establishment|food|point_of_interest|restaurant,02 3650 3370,http://www.sorbillo.it/,https://maps.google.com/?cid=1600055647606791980,ChIJVxWdGELBhkcRLN91UCKKNBY,25/11/2025 0.15.38,"5,00",1
La Tellina Ristorante Pizzeria Senza Glutine Milano,Milano,"Via Palanzone, 26, 20162 Milano MI, Italia","[voto 5] Frequento il locale da un po' di tempo. La pizza, devo dire, è di livello più che buono. La pizza senza glutine é sottile e sempre ben cotta, come piace a me. Mi auguro che conservi questa qualità nel tempo e che assicuri la bontà della materia prima e degli ingredienti. I miglioramenti daranno sicure ricadute a proprietario e clienti, che continueranno a frequentare. Mi auguro che il gestore legg… | [voto 5] Pizza gluten free buonissima! Bravo Angelo 😊 | [voto 4] Pizza sottile ma buona, specialmente quella senza glutine. Chi scrive che la pizza senza glutine è surgelata e' un ignorante. E' fatta con la base della schar ma il resto è fatto a mano. Certo il locale è molto spartano ma i prezzi sono bassi","45,5186576","9,1929753","3,5",165,1,establishment|food|point_of_interest|restaurant,339 164 2208,,https://maps.google.com/?cid=16125108305607327077,ChIJwyBb2bbAhkcRZf1syJHkx98,25/11/2025 0.15.38,"4,67",3
Il Grissino,Milano,"Viale Legioni Romane, 37, 20147 Milano MI, Italia","[voto 5] Servizio veloce e personale molto cortese, menu sia tradizionale che senza glutine, ho provato la pizza senza glutine e devo dire che l’impasto era leggero e sottile, nel complesso buona e facilmente digeribile! Prezzi onesti e locale pulito. | [voto 4] Locale che esiste da tantissimo tempo in legioni romane e che è stato tramandato di padre in figlio. La pizza è molto leggera e gli ingredienti sono molto saporiti, inoltre anche gli altri piatti di pasta , carne e pesce sono fatti discretamente bene (sopratutto il cous cous di pesce). Ogni piatto puó essere richiesto nella sua versione senza glutine e il prezzo varia davvero di poco. In generale …","45,45977","9,1314547","3,9",969,1,establishment|food|point_of_interest|restaurant,02 404 6141,http://www.ristoranteilgrissino.it/,https://maps.google.com/?cid=5195426689155377096,ChIJnU_RtSvChkcRyKewFwzdGUg,25/11/2025 0.15.38,"4,50",2
Ristorante Piccolo Padre,Milano,"Via Principe Eugenio, 2, 20154 Milano MI, Italia","[voto 5] Questo ristorante ha ormai da anni una fama consolidata tra milanesi e turisti per la sua buona cucina. Qui possiamo trovare piatti di carne e pesce più le ottime pizze e contorni di verdure in grado di accontentare tutti. Da anni propongono il gluten free di ottima qualità cosa che incentiva gli intolleranti al glutine a tornare. Locale ampio e pulito e un servizio impeccabile contribuiscono al m… | [voto 5] È da più di 10 anni che frequento questo posto e non sono mai rimasta delusa dalla loro offerta. Il proprietario è egiziano, cordiale, disponibile, gentile, mi ha sempre accolta col sorriso e tutto lo staff è sempre stato super. Hanno una cucina senza glutine che soddisfa le ""voglie"" : dalla pasta alla pizza, dalle fritture ai dolci, c'è ne è davvero per tutti i gusti. Se volete farvi una mangiata… | [voto 4] Locale molto carino scoperto per caso in occasione di una laurea. Menù senza glutine sovrapponibili al menù con glutine, a parte qualche dolce. Cibo buono e porzioni abbondanti. Ottimo rapporto qualità prezzo. Molto gentili e disponibili. Per il parcheggio Como andare in via Caracciolo (5 minuti a piedi).","45,4881137","9,162262",4,2152,2,establishment|food|meal_takeaway|point_of_interest|restaurant,02 349 4906,http://www.ilpiccolopadremilano.com/,https://maps.google.com/?cid=7155512279795329806,ChIJMQ2jTBfBhkcRDmslx4F8TWM,25/11/2025 0.15.38,"4,67",3
Cook Window,Milano,"Via Amatore Sciesa, 18, 20135 Milano MI, Italia","[voto 5] Delizioso, storico ristorante pizzeria come a Milano non se ne trovano più. Rilassante, senza ninnoli di design, senza false pretese. Conduzione familiare, e tutto il team è di una gentilezza e simpatia unici. Discreti e sorridenti. Base pizza a scelta, anche da asporto, tra classica, integrale e senza glutine, altra chicca rara - e che non viene ""sovraprezzata"" come in molti altri posti. Una cert… | [voto 4] Ambiente cordiale e familiare, forse un po' rumoroso il sabato sera. Abbiamo preso due antipasti e due pizze, delle quali una senza glutine. Tutto buono.","45,4601944","9,2090481","4,1",394,1,establishment|food|point_of_interest|restaurant,02 5518 6997,https://www.cookwindow.it/,https://maps.google.com/?cid=6851775248430038985,ChIJccZe257GhkcRyX98Q0llFl8,25/11/2025 0.15.38,"4,50",2
Salvatore Mugnano - Pizza & Passione,Milano,"Viale Cassiodoro, 12, 20145 Milano MI, Italia","[voto 5] Pizza buonissima di ottima qualità. E’ben cotta e lievitata, quindi facilmente digeribile. Fanno anche pizze senza glutine. Pizza burratina gustosa, la consiglio! Personale gentile e disponibile. Prezzi onesti. Ci torneremo sicuramente!!","45,4742171","9,1601934","4,2",959,2,establishment|food|point_of_interest|restaurant,02 9780 7685,http://www.salvatoremugnano.it/,https://maps.google.com/?cid=7603685498932703891,ChIJccGle2nBhkcRkzKs26y3hWk,25/11/2025 0.15.38,"5,00",1
Pizzeria Ciro Cascella 3.0 Milano,Milano,"Via Emilio Morosini, 5, 20135 Milano MI, Italia","[voto 5] Una delle migliori pizzerie in cui io abbia mai mangiato. C'è una vasta scelta di pizze, l'impasto è morbidissimo, i dolci sono buonissimi e il servizio è ottimo. Inoltre, se siete intolleranti al glutine, l'impasto della pizza apposito ha praticamente lo stesso gusto di quello classico, cosa che raramente ho sentito dire in altri posti. Consiglio vivamente questo posto. Ci tornerò sicuramente. | [voto 4] Avevo sentito parlare di questa pizzeria perchè, in occasione dell’apertura, la campagna pubblicitaria digital è stata molto ben fatta e ha raggiunto anche me. Sono passati alcuni mesi e oggi è capitata l’occasione di provarla per la prima volta. Accoglienza molto cordiale, servizio attento e preciso, antipasto con fritti misti espressi servito velocemente e ottimo. Le pizze, ampia scelta e tanta …","45,4615155","9,2115325","4,4",2256,2,establishment|food|point_of_interest|restaurant,02 5518 0320,https://www.cirocascella.it/,https://maps.google.com/?cid=12272161027256588481,ChIJOQ6Im6fHhkcRwZgFAG95T6o,25/11/2025 0.15.38,"4,50",2
Il Principe Pizzeria Rosticceria,Milano,"Alzaia Naviglio Pavese, 34, 20143 Milano MI, Italia","[voto 5] Per la pausa pranzo abbiamo ordinato d'asporto una pizza senza glutine e senza lattosio e lo gnocco fritto con prosciutto crudo. Premesso che non è la prima volta che ordiniamo al principe e ogni volta siamo soddisfatti. Descrizione : La pizza senza glutine la consiglio perché è davvero molto buona. Lo gnocco fritto è arrivato caldo , porzione abbondante e il prosciutto molto buono ,confezionato i… | [voto 1] 30€ per due pizze arrivate in condizioni pessime, fredde e di cattivo gusto. Ho ordinato su glovo e, come mi sarei aspettata, sarebbe stato il minimo puntualizzare che le pizze senza glutine siano con impasto già pronto. Altre pizzerie (che offrono sulle app delivery sia pizze con impasto classico sia senza glutine) gli danno 100 a 0. Esperienza oscena a dir poco, rovinata davvero la cena…","45,4478741","9,1768161","4,3",132,1,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,02 3981 1669,https://www.facebook.com/Il-Principe-Pizzeria-Rosticceria-102449355134204/,https://maps.google.com/?cid=5680844498908831356,ChIJcX5yv_fDhkcRfF6xLflp1k4,25/11/2025 0.15.38,"3,00",2
Il Cestino,Milano,"Via Madonnina, 27/A, 20121 Milano MI, Italia","[voto 5] Locale in zona Brera di Milano caratterizzato dalla cucina di terra e di mare, con anche varie opzioni di cruditè di pesce. Molti dei primi piatti sono replicabili in versione senza glutine, idem la pizza. I camerieri sono molto cortesi. Ho preso un ottimo risotto con bisque di gambero veramente buono e cottura perfetta. Prezzi non economici in linea con la zona. Il caffè avrebbe meritato di esser…","45,4718506","9,1855356","4,1",2786,2,establishment|food|point_of_interest|restaurant,02 8646 0146,http://www.ristoranteilcestino.it/,https://maps.google.com/?cid=1777532761093589838,ChIJpwU8sEzBhkcRTkua4aAQqxg,25/11/2025 0.15.38,"5,00",1
Ta-Hua,Milano,"Via Gustavo Fara, 15, 20124 Milano MI, Italia","[voto 5] Consigliatissimo. Da celiaca non ho mai avuto così tanta scelta di piatti di cucina cinese. Il personale è attentissimo e preparatissimo sulla celiachia, nonché molto cortese. Il cibo è ottimo, l'ambiente è tranquillo ed elegante e i prezzi sono accessibilissimi. Tornerò sicuramente, una bellissima esperienza! P.s. tiramisù al matcha divino! 🍵","45,4833393","9,1980565","4,4",2485,2,establishment|food|point_of_interest|restaurant,02 6698 7042,http://www.tahua.it/,https://maps.google.com/?cid=16769138480257803050,ChIJ-aSFUc7GhkcRKqMZ4Znyt-g,25/11/2025 0.15.38,"5,00",1
Bokbok Chicken - Gluten Free - Cloud Kitchen,Milano,"Via Privata Giuseppe Ugolini, 3, 20126 Milano MI, Italia","[voto 5] Il pollo fritto senza glutine più buono che io abbia mai mangiato! Complimenti❤️ Ho ordinato da deliveroo e mi hanno omaggiato di un panino alla nutella! Grazie tanto! | [voto 5] Nuova apertura a Milano per il Senza glutine SPA ZIA LE Una cucina differente dal solito, molto saporita e piacevole! (Ordinato tramite Deliveroo) | [voto 4] Ordinato tramite Deliveroo, tempi di attesa lunghi ma cibo molto buono e tutto senza glutine","45,5045265","9,2058875","4,6",8,,establishment|food|point_of_interest|restaurant,351 368 8755,https://linktr.ee/bokbok_restaurant,https://maps.google.com/?cid=5420764641954572583,ChIJ-WLpWEjHhkcRJymzrrhsOks,25/11/2025 0.15.38,"4,67",3
Cantina Piemontese,Milano,"Via Laghetto, 2, 20122 Milano MI, Italia","[voto 4] Il ristorante si trova in pieno centro, l'arredo è particolare ricercato. Abbiamo ordinato una degustazione di formaggi, tonnarelli freschi e senza glutine alla fonduta del lodigiano con tartufo e guancia di vitello con cipolla caramellata e pure di patate, tutto accompagnato con un Dolcetto d'Alba. Tutto buono. Consigliato","45,4614374","9,195442","4,4",1159,2,establishment|food|point_of_interest|restaurant,02 784618,https://www.cantina-piemontese.it/,https://maps.google.com/?cid=1843862953813695186,ChIJp047EKbGhkcR0lqRWJa3lhk,25/11/2025 0.15.38,"4,00",1
Pizzeria Positano Street Milano,Milano,"Via Roberto Sarfatti, 1, 20136 Milano MI, Italia","[voto 5] Pizza senza glutine buonissima, una delle migliori mangiate! Non c'è contaminazione perché la preparano in un'altra cucina. Io ho preso la Fiorella con provola, fiori di zucca e pancetta ed è molto buona, ovviamente è ottima anche quella con il glutine. Il locale fa solo asporto e si può ordinare anche dal sito, nel caso in cui ci si volesse fermare ci sono dei tavoli all'esterno. | [voto 5] Pizzeria eccellente, specializzata in pizza tonda napoletana senza glutine davvero impeccabile: impasto leggero, saporito e indistinguibile da quello tradizionale. Ottima anche la selezione di fritti, tutti gluten free e preparati con grande cura. Un vero paradiso per i celiaci, senza rinunce né compromessi. Servizio cordiale e attento. Consigliatissima!","45,448193","9,1869194","4,7",101,,establishment|food|point_of_interest|restaurant,375 580 6060,https://pizzeriapositano.eu/positano-street-milano/,https://maps.google.com/?cid=9233358269980147078,ChIJAWYKwYTFhkcRhv0UFm16I4A,25/11/2025 0.15.38,"5,00",2
So Natural,Milano,"20123, Piazza Sant'Agostino, 16, 20123 Milano MI, Italia",[voto 5] Ho avuto l'occasione di fare merenda in questo posto molto accogliente. Con piacere ho trovato una scelta di dolci SENZA GLUTINE belli da vedere e anche molto buoni (mio marito non celiaco ha voluto provare due dolci senza glutine visto che erano molto invitanti e ha detto che non ha sentito differenza e che erano deliziosi). Sono stati cosí gentili da offrire della frutta al mio bambino. Ho visto…,"45,4593736","9,1704998","4,1",611,2,cafe|establishment|food|point_of_interest|restaurant|store,02 3940 1034,http://www.itsonatural.it/,https://maps.google.com/?cid=16866967542195805599,ChIJTabEVP3DhkcRn92fVp2BE-o,25/11/2025 0.15.38,"5,00",1
Il Papiro,Milano,"Via Privata Licurgo, 20, Via Fratelli Bressan, 11, 20126 Milano MI, Italia","[voto 5] Ho mangiato un'ottima pizza quattro stagioni senza glutine e senza lattosio. Mi è piaciuta perché leggera, poco grassa e non salatissima come a volte succede. A detta di chi ha assaggiato la pizza ""normale"" era veramente buona. Il servizio è stato impeccabile e veloce. La ragazza in sala accogliente e carina. La scelta di pizze è ampia, opzioni vegane e senza glutine anche per antipasti, dessert e… | [voto 5] Il mio preferito per la pizza senza glutine! Hanno un sacco di altre opzioni, anche come pizze vegane, moltissima scelta. Il personale è sempre gentilissimo, simpatico e disponibile.","45,5103545","9,2221781","4,1",892,1,establishment|food|meal_delivery|point_of_interest|restaurant,02 257 9589,https://cdn.website.dish.co/media/b4/56/9047347/MENU.pdf,https://maps.google.com/?cid=11973224785148748645,ChIJXc491j_HhkcRZaOxVoFwKaY,25/11/2025 0.15.38,"5,00",2
Maison Bretonne,Milano,"Via Giulio Cesare Procaccini, 69, 20154 Milano MI, Italia","[voto 4] Locale carino e con delle decorazione molto particolari. Cucina gluten free. Preparano le galette bretoni molto buone e crepes per dolce. Nel menù ci sono anche altri prodotti tipici È un posto che va provato! Era tutto buono e gustoso, il servizio è stato veloce e i camerieri molto cordiali suggerirei di mettere delle mele cotte nella crepes dolce con il caramello, che quelle ""crude"" sono fredde …","45,481015","9,1668116","4,5",1134,2,bar|establishment|food|point_of_interest|restaurant,02 2305 4303,http://www.maisonbretonne.it/,https://maps.google.com/?cid=7466319099017364861,ChIJpUOPyz_BhkcRfQWljKmxnWc,25/11/2025 0.15.38,"4,00",1
Cactus Milano,Milano,"Via Varese, 4, 20121 Milano MI, Italia","[voto 5] ***Consumatore Celiaco*** Situato nel vivace quartiere Brera-Moscova di Milano, il Cactus Kitchen & Bar rappresenta un’oasi culinaria dedicata a chi cerca un’esperienza gastronomica salutare e sostenibile. Guidato dallo chef Alessio Sebastiani, il ristorante si distingue per una proposta che esclude completamente la carne, focalizzandosi su piatti a base di pesce fresco e opzioni vegetariane e veg…","45,4786993","9,1845868","4,5",376,,establishment|food|point_of_interest|restaurant,347 054 4982,https://cactusmilano.it/,https://maps.google.com/?cid=4112033635428828623,ChIJxVeiwDbBhkcRz4UxEM7gEDk,25/11/2025 0.15.38,"5,00",1
Le Specialità,Milano,"Via Pietro Calvi, 29, 20129 Milano MI, Italia","[voto 2] Sono celiaca e sono stata in questo locale nel mese di giugno per assaggiare la loro pizza. Nel gusto era veramente buona (avevo preso quella al pistacchio) e al momento dell’ordinazione avevo spiegato di avere problemi di contaminazione. Tuttavia, dopo circa un’ora da quando abbiamo finito di cenare ho iniziato ad avvertire forti crampi e sono stata male… sicuramente per una contaminazione dal mo…","45,462845","9,2104783","3,8",1570,3,establishment|food|point_of_interest|restaurant,02 738 8235,https://www.ristorantelespecialita.it/?utm_source=googlemaps&utm_campaign=Local&utm_medium=organic&utm_content=link_home_gmaps,https://maps.google.com/?cid=1481870556113327245,ChIJa8VCEZnGhkcRjdQ-ZGupkBQ,25/11/2025 0.15.38,"2,00",1
Officina del Riso Navigli,Milano,"Alzaia Naviglio Grande, 62, 20144 Milano MI, Italia","[voto 5] Uno dei miglior pranzi! Super consigliato! Siamo stati molto bene, la cameriera è stata super professionale ed ha esaudito tutte le nostre richieste in tempi brevi. Facciamo i complimenti per la sua disponibilità e carineria! Il cibo è stato veramente super, dagli antipasti al dolce. Tutto senza glutine e buonissimo! Nelle foto ci sono i gunkan caramellato e libanese; i risotti sono rosso di sera,…","45,4509456","9,1699795","4,4",2184,2,establishment|food|point_of_interest|restaurant,02 8976 6568,https://officinadelriso.com/?_gl=1%2Aeg6ete%2A_up%2AMQ..%2A_gs%2AMQ..&gclid=CjwKCAjwup3HBhAAEiwA7euZukztCImZfpNTvqZPHXqrnsoV-paU0gM6VtGmnproqphxwcSWwYzs9RoCfqcQAvD_BwE&gbraid=0AAAAACcNFZsFgTjKJSlp8a5V8vAW2s--Z,https://maps.google.com/?cid=1351219278226710221,ChIJWfr6v3nDhkcRzd5cRMZ-wBI,25/11/2025 0.15.38,"5,00",1
Pizzeria Capuano's - Orseolo,Milano,"Via Pietro Orseolo, 1, 20144 Milano MI, Italia","[voto 5] Sono stata a cena qui qualche settimana fa e ci ritornerei subito! Ho adorato tutto ma proprio tutto! Dall'allegria della location e dei suoi arredamenti a quella del personale, gentile e molto cortese. La location si svolge su due piani e la loggia sopra è davvero super carina. Innamorata della cucina napoletana non potevo non provare come ANTIPASTI: le montanarine ( mi sembra si chiamino cosi) l…","45,4567689","9,1685865","4,2",1672,2,establishment|food|meal_delivery|meal_takeaway|point_of_interest|restaurant,02 3657 6140,https://capuanos.it/,https://maps.google.com/?cid=1779568031225108778,ChIJQYdpOuPDhkcRKlnQIrJLshg,25/11/2025 0.15.38,"5,00",1
Fuorimano OTBP,Milano,"Via Roberto Cozzi, 3, 20125 Milano MI, Italia","[voto 5] Brunch molto buono: scelta tra vari tipi di brunch e possibilità di avere anche menù senza glutine o senza lattosio. C'è anche menù per bambini. I dolci, che si vedono all'ingresso sono veramente buoni. Molto bello l'esterno, se la temperatura lo consente non sembra di essere a Milano. Suggerimento: il piatto comprende salato e dolce. Darei la possibilità di scegliere se prendere tutte le proposte…","45,508381","9,207595",4,4045,2,bakery|bar|cafe|establishment|food|point_of_interest|restaurant|store,02 3652 3460,https://www.fuorima.no/fuorimano-otbp/,https://maps.google.com/?cid=13496773589216149144,ChIJ3642wTDHhkcRmD4aBxIsTrs,25/11/2025 0.15.38,"5,00",1
